基金代码,基金简称,2021-08-25-单位净值,2021-08-25-累计净值,2021-08-24-单位净值,2021-08-24-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
001016,华夏沪深300指数增强C,2.0170,2.0170,2.0210,2.0210,-0.0040,-0.20,开放申购,开放赎回,0.00%
003582,中金量化多策略混合,1.5070,1.6670,1.51,1.67,-0.0030,-0.20,限大额,开放赎回,0.15%
398001,中海优质成长混合,0.7132,4.6939,0.7146,4.6974,-0.0014,-0.20,开放申购,开放赎回,0.12%
163406,兴全合润混合(LOF),2.0252,7.7019,2.0295,7.7182,-0.0043,-0.21,限大额,开放赎回,0.12%
320020,诺安策略精选股票,1.8829,2.7445,1.8869,2.7503,-0.0040,-0.21,开放申购,开放赎回,0.15%
350001,天治财富增长混合,1.6430,3.4883,1.6465,3.4918,-0.0035,-0.21,限大额,开放赎回,0.12%
002742,泓德裕祥债券A,1.3380,1.4610,1.3408,1.4638,-0.0028,-0.21,开放申购,开放赎回,0.08%
002743,泓德裕祥债券C,1.3157,1.4367,1.3185,1.4395,-0.0028,-0.21,开放申购,开放赎回,0.00%
004930,华润元大价值优选A,1.1005,1.1005,1.1028,1.1028,-0.0023,-0.21,开放申购,开放赎回,0.15%
001039,嘉实先进制造股票,2.2750,2.2750,2.28,2.28,-0.0050,-0.22,开放申购,开放赎回,0.15%
002945,大成盛世精选灵活配置混合,2.2230,2.2230,2.2280,2.2280,-0.0050,-0.22,开放申购,开放赎回,0.15%
003456,信达澳银新目标混合,1.7980,2.0850,1.8020,2.0890,-0.0040,-0.22,开放申购,开放赎回,0.15%
002415,融通通盈灵活配置混合,1.5830,1.5830,1.5865,1.5865,-0.0035,-0.22,限大额,开放赎回,0.15%
004931,华润元大价值优选C,1.0909,1.0909,1.0933,1.0933,-0.0024,-0.22,开放申购,开放赎回,0.00%
011203,永赢惠添益混合A,0.9645,0.9645,0.9666,0.9666,-0.0021,-0.22,开放申购,开放赎回,0.15%
011204,永赢惠添益混合C,0.9628,0.9628,0.9649,0.9649,-0.0021,-0.22,开放申购,开放赎回,0.00%
010314,大摩内需增长混合,0.8915,0.8915,0.8935,0.8935,-0.0020,-0.22,开放申购,开放赎回,0.15%
160717,嘉实恒生中国企业,0.6798,0.6798,0.6813,0.6813,-0.0015,-0.22,开放申购,开放赎回,0.15%
010562,永赢成长领航混合A,1.3340,1.3340,1.3371,1.3371,-0.0031,-0.23,开放申购,开放赎回,0.15%
005231,红塔红土盛通混合型发起式A,1.2938,1.4918,1.2968,1.4948,-0.0030,-0.23,开放申购,开放赎回,0.08%
005232,红塔红土盛通混合型发起式C,1.2857,1.4777,1.2886,1.4806,-0.0029,-0.23,开放申购,开放赎回,0.00%
002383,大成趋势回报灵活配置混合,1.2840,1.2840,1.2870,1.2870,-0.0030,-0.23,开放申购,开放赎回,0.15%
009863,富国创新趋势股票,1.1482,1.1482,1.1509,1.1509,-0.0027,-0.23,开放申购,开放赎回,0.15%
610006,信达澳银产业升级混合,3.7170,4.1870,3.7260,4.1960,-0.0090,-0.24,开放申购,开放赎回,0.15%
004784,招商稳健优选股票,3.3435,3.3435,3.3514,3.3514,-0.0079,-0.24,开放申购,开放赎回,0.15%
004183,富国产业升级混合A,2.5552,2.5552,2.5613,2.5613,-0.0061,-0.24,开放申购,开放赎回,0.15%
013046,富国产业升级混合C,2.5541,2.5541,2.5602,2.5602,-0.0061,-0.24,开放申购,开放赎回,0.00%
519035,富国天博创新主题混合,2.5160,9.8454,2.5221,9.8617,-0.0061,-0.24,开放申购,开放赎回,0.15%
000805,中银新经济灵活配置混合,2.0720,2.0720,2.0770,2.0770,-0.0050,-0.24,开放申购,开放赎回,0.15%
008378,兴全社会价值三年持有混合,1.8216,1.8216,1.8260,1.8260,-0.0044,-0.24,暂停申购,暂停赎回,1.50%
010563,永赢成长领航混合C,1.3320,1.3320,1.3352,1.3352,-0.0032,-0.24,开放申购,开放赎回,0.00%
009128,明亚价值长青混合A,1.2543,1.2543,1.2573,1.2573,-0.0030,-0.24,开放申购,开放赎回,0.10%
001302,前海开源金银珠宝混合A,1.2260,1.2260,1.2290,1.2290,-0.0030,-0.24,开放申购,开放赎回,0.15%
009007,兴全沪港深两年持有混合,1.0998,1.0998,1.1025,1.1025,-0.0027,-0.24,限大额,暂停赎回,0.15%
011585,博时产业慧选混合A,1.0013,1.0013,1.0037,1.0037,-0.0024,-0.24,开放申购,开放赎回,0.15%
000126,招商安润混合,4.2462,4.5902,4.2570,4.6010,-0.0108,-0.25,开放申购,开放赎回,0.15%
160324,华夏磐晟混合(LOF),2.3811,2.3811,2.3871,2.3871,-0.0060,-0.25,开放申购,开放赎回,0.12%
004634,前海联合泳涛混合A,2.3688,2.3688,2.3748,2.3748,-0.0060,-0.25,开放申购,开放赎回,0.15%
007041,前海联合泳涛混合C,2.3603,2.3603,2.3663,2.3663,-0.0060,-0.25,开放申购,开放赎回,0.00%
005395,泓德臻远回报混合,1.8093,1.9493,1.8139,1.9539,-0.0046,-0.25,限大额,开放赎回,0.15%
008655,招商科技创新混合A,1.6179,1.6179,1.6219,1.6219,-0.0040,-0.25,开放申购,开放赎回,0.15%
008656,招商科技创新混合C,1.5993,1.5993,1.6033,1.6033,-0.0040,-0.25,开放申购,开放赎回,0.00%
160325,华夏创业板两年定开混合,1.3157,1.3157,1.3190,1.3190,-0.0033,-0.25,暂停申购,暂停赎回,0.15%
009129,明亚价值长青混合C,1.2491,1.2491,1.2522,1.2522,-0.0031,-0.25,开放申购,开放赎回,0.00%
011586,博时产业慧选混合C,0.9978,0.9978,1.0003,1.0003,-0.0025,-0.25,开放申购,开放赎回,0.00%
161609,融通动力先锋混合,2.2720,3.2350,2.2780,3.2410,-0.0060,-0.26,开放申购,开放赎回,0.15%
005902,诺安汇利灵活配置混合C,1.8181,1.8181,1.8229,1.8229,-0.0048,-0.26,开放申购,开放赎回,0.00%
005901,诺安汇利灵活配置混合A,1.8152,1.8152,1.82,1.82,-0.0048,-0.26,开放申购,开放赎回,0.15%
161718,招商沪深300高贝塔,1.2827,1.4553,1.2860,1.4574,-0.0033,-0.26,开放申购,开放赎回,0.10%
009264,泓德瑞兴三年持有期混合,1.2374,1.2374,1.2406,1.2406,-0.0032,-0.26,开放申购,暂停赎回,1.50%
001268,富国国家安全主题混合A,1.1450,1.1450,1.1480,1.1480,-0.0030,-0.26,开放申购,开放赎回,0.15%
013044,富国国家安全主题混合C,1.1440,1.1440,1.1470,1.1470,-0.0030,-0.26,开放申购,开放赎回,0.00%
000513,富国高端制造行业股票,3.99,3.99,4.0010,4.0010,-0.0110,-0.27,开放申购,开放赎回,0.15%
163810,中银价值混合,3.2780,3.2980,3.2870,3.3070,-0.0090,-0.27,开放申购,开放赎回,0.15%
090012,大成深证成长40ETF联接,1.4750,1.4750,1.4790,1.4790,-0.0040,-0.27,开放申购,开放赎回,0.12%
003373,大成景禄灵活配置混合A,1.4686,1.4686,1.4726,1.4726,-0.0040,-0.27,开放申购,开放赎回,0.15%
003374,大成景禄灵活配置混合C,1.4676,1.4676,1.4716,1.4716,-0.0040,-0.27,开放申购,开放赎回,0.00%
009892,富国成长策略混合,1.3829,1.3829,1.3866,1.3866,-0.0037,-0.27,开放申购,开放赎回,0.15%
006603,嘉实互融精选股票,1.2289,1.2289,1.2322,1.2322,-0.0033,-0.27,开放申购,开放赎回,0.15%
011518,嘉实价值臻选混合,1.0044,1.0044,1.0071,1.0071,-0.0027,-0.27,开放申购,开放赎回,0.15%
003147,大成动态量化混合,1.4758,1.4758,1.48,1.48,-0.0042,-0.28,开放申购,开放赎回,0.15%
610002,信达澳银精华配置混合A,1.4290,3.7450,1.4330,3.7490,-0.0040,-0.28,开放申购,开放赎回,0.15%
012772,信达澳银精华配置混合C,1.4280,1.4280,1.4320,1.4320,-0.0040,-0.28,开放申购,开放赎回,0.00%
001744,诺安进取回报混合,1.0810,1.1090,1.0840,1.1120,-0.0030,-0.28,开放申购,开放赎回,0.15%
001152,融通新区域新经济灵活配置混合,1.0750,1.0750,1.0780,1.0780,-0.0030,-0.28,开放申购,开放赎回,0.15%
001510,富国新动力灵活配置混合C,4.1920,4.1920,4.2040,4.2040,-0.0120,-0.29,限大额,开放赎回,0.00%
004355,嘉实丰和灵活配置混合,2.2305,5.3982,2.2370,5.4047,-0.0065,-0.29,开放申购,开放赎回,0.15%
006608,泓德研究优选混合,1.8277,1.9877,1.8331,1.9931,-0.0054,-0.29,开放申购,开放赎回,0.15%
001403,招商国企改革主题混合基金,1.6990,1.6990,1.7040,1.7040,-0.0050,-0.29,开放申购,开放赎回,0.15%
009026,中银高质量发展机遇混合,1.6888,1.6888,1.6937,1.6937,-0.0049,-0.29,开放申购,开放赎回,0.15%
002717,红塔红土盛隆灵活配置A,1.4599,1.8099,1.4642,1.8142,-0.0043,-0.29,开放申购,开放赎回,0.10%
001283,红塔红土盛金新动力混合A,1.3553,1.6843,1.3593,1.6883,-0.0040,-0.29,开放申购,开放赎回,0.10%
012552,天弘中证芯片产业指数A,1.0146,1.0146,1.0175,1.0175,-0.0029,-0.29,开放申购,开放赎回,0.10%
012553,天弘中证芯片产业指数C,1.0144,1.0144,1.0173,1.0173,-0.0029,-0.29,开放申购,开放赎回,0.00%
010938,大摩招惠一年持有期混合A,0.9955,0.9955,0.9984,0.9984,-0.0029,-0.29,开放申购,暂停赎回,0.08%
010939,大摩招惠一年持有期混合C,0.9945,0.9945,0.9974,0.9974,-0.0029,-0.29,开放申购,暂停赎回,0.00%
001508,富国新动力灵活配置混合A,4.2930,4.2930,4.3060,4.3060,-0.0130,-0.30,限大额,开放赎回,0.15%
050111,博时信用债券C,3.3310,3.4280,3.3410,3.4380,-0.01,-0.30,开放申购,开放赎回,0.00%
002718,红塔红土盛隆灵活配置C,1.4493,1.7993,1.4537,1.8037,-0.0044,-0.30,开放申购,开放赎回,0.00%
001284,红塔红土盛金新动力混合C,1.3467,1.5887,1.3507,1.5927,-0.0040,-0.30,开放申购,开放赎回,0.00%
008135,华宸未来价值先锋,1.3229,1.3229,1.3269,1.3269,-0.0040,-0.30,开放申购,开放赎回,0.15%
000936,博时产业新动力混合A,2.8960,2.9220,2.9050,2.9310,-0.0090,-0.31,开放申购,开放赎回,0.15%
002495,前海开源量化优选A,1.9320,1.9320,1.9380,1.9380,-0.0060,-0.31,开放申购,开放赎回,0.15%
003254,前海开源鼎裕债券A,1.2419,1.9919,1.2458,1.9958,-0.0039,-0.31,开放申购,开放赎回,0.08%
010178,大成企业能力驱动混合A,0.9204,0.9204,0.9233,0.9233,-0.0029,-0.31,开放申购,开放赎回,0.15%
010179,大成企业能力驱动混合C,0.9182,0.9182,0.9211,0.9211,-0.0029,-0.31,开放申购,开放赎回,0.00%
000309,大摩品质生活精选股票,4.0820,4.0820,4.0950,4.0950,-0.0130,-0.32,开放申购,开放赎回,0.15%
050011,博时信用债券A/B,3.4340,3.5490,3.4450,3.56,-0.0110,-0.32,开放申购,开放赎回,0.08%
000598,长盛生态环境混合,3.1460,3.1460,3.1560,3.1560,-0.01,-0.32,开放申购,开放赎回,0.15%
005878,博时产业新动力混合C,2.8190,2.8190,2.8280,2.8280,-0.0090,-0.32,开放申购,开放赎回,0.00%
002496,前海开源量化优选C,1.8940,1.8940,1.90,1.90,-0.0060,-0.32,开放申购,开放赎回,0.15%
003255,前海开源鼎裕债券C,1.2605,2.0105,1.2645,2.0145,-0.0040,-0.32,开放申购,开放赎回,0.00%
012894,天弘中证科创创业50指数A,0.9684,0.9684,0.9715,0.9715,-0.0031,-0.32,开放申购,开放赎回,0.10%
012895,天弘中证科创创业50指数C,0.9682,0.9682,0.9713,0.9713,-0.0031,-0.32,开放申购,开放赎回,0.00%
008515,国富基本面优选混合,1.4894,1.4894,1.4944,1.4944,-0.0050,-0.33,开放申购,开放赎回,0.15%
011839,天弘中证人工智能A,1.0152,1.0152,1.0186,1.0186,-0.0034,-0.33,开放申购,开放赎回,0.10%
011840,天弘中证人工智能C,1.0152,1.0152,1.0186,1.0186,-0.0034,-0.33,开放申购,开放赎回,0.00%
011400,汇添富数字未来混合C,0.9831,0.9831,0.9864,0.9864,-0.0033,-0.33,开放申购,开放赎回,0.00%
160918,大成中小盘混合(LOF)A,4.1231,7.2879,4.1373,7.3021,-0.0142,-0.34,开放申购,开放赎回,0.15%
011159,大成中小盘混合(LOF)C,4.1151,4.1151,4.1293,4.1293,-0.0142,-0.34,开放申购,开放赎回,0.00%
005668,融通新能源汽车主题精选混合A,3.4365,3.4365,3.4482,3.4482,-0.0117,-0.34,开放申购,开放赎回,0.15%
009835,融通新能源汽车主题精选混合C,3.4193,3.4193,3.4309,3.4309,-0.0116,-0.34,开放申购,开放赎回,0.00%
001864,中海魅力长三角混合,2.9130,2.9130,2.9230,2.9230,-0.01,-0.34,开放申购,开放赎回,0.15%
001364,大成景润灵活配置混合,1.1560,1.1560,1.16,1.16,-0.0040,-0.34,限大额,开放赎回,0.15%
011399,汇添富数字未来混合A,0.9855,0.9855,0.9889,0.9889,-0.0034,-0.34,开放申购,开放赎回,0.15%
163417,兴全合宜混合(LOF)A,1.9147,1.9147,1.9214,1.9214,-0.0067,-0.35,限大额,开放赎回,0.15%
005491,兴全合宜混合(LOF)C,1.8979,1.8979,1.9046,1.9046,-0.0067,-0.35,限大额,开放赎回,0.00%
008274,大成行业先锋混合A,1.7371,1.7371,1.7432,1.7432,-0.0061,-0.35,开放申购,开放赎回,0.15%
008275,大成行业先锋混合C,1.7271,1.7271,1.7332,1.7332,-0.0061,-0.35,开放申购,开放赎回,0.00%
050009,博时新兴成长混合,1.4140,5.8750,1.4190,5.8940,-0.0050,-0.35,开放申购,开放赎回,0.15%
011021,汇添富互联网核心资产六个月持有混合A,0.8354,0.8354,0.8383,0.8383,-0.0029,-0.35,开放申购,开放赎回,0.15%
011022,汇添富互联网核心资产六个月持有混合C,0.8330,0.8330,0.8359,0.8359,-0.0029,-0.35,开放申购,开放赎回,0.00%
002634,华宝未来主导混合A,1.68,1.68,1.6860,1.6860,-0.0060,-0.36,开放申购,开放赎回,0.15%
450002,国富弹性市值混合,1.4914,4.2361,1.4968,4.2415,-0.0054,-0.36,限大额,开放赎回,0.15%
010273,嘉实价值长青混合A,0.9898,0.9898,0.9934,0.9934,-0.0036,-0.36,开放申购,开放赎回,0.15%
010274,嘉实价值长青混合C,0.9872,0.9872,0.9908,0.9908,-0.0036,-0.36,开放申购,开放赎回,0.00%
510081,长盛动态精选混合,2.1360,4.5031,2.1440,4.5111,-0.0080,-0.37,开放申购,开放赎回,0.15%
008545,泓德丰润三年持有期混合,1.5552,1.5552,1.5610,1.5610,-0.0058,-0.37,限大额,暂停赎回,1.50%
008372,富国阿尔法两年持有期混合,1.5326,1.5326,1.5383,1.5383,-0.0057,-0.37,开放申购,暂停赎回,1.50%
009700,长江添利混合A,1.1122,1.1122,1.1163,1.1163,-0.0041,-0.37,开放申购,开放赎回,0.12%
009701,长江添利混合C,1.1075,1.1075,1.1116,1.1116,-0.0041,-0.37,开放申购,开放赎回,0.00%
002808,泓德优势领航混合,2.2296,2.2296,2.2380,2.2380,-0.0084,-0.38,开放申购,开放赎回,0.15%
012221,瑞达行业轮动混合A,0.9686,0.9686,0.9723,0.9723,-0.0037,-0.38,开放申购,开放赎回,0.15%
012222,瑞达行业轮动混合C,0.9369,0.9369,0.9405,0.9405,-0.0036,-0.38,开放申购,开放赎回,0.00%
070027,嘉实周期优选混合,3.5320,3.5920,3.5460,3.6060,-0.0140,-0.39,开放申购,开放赎回,0.15%
004315,前海开源沪港深新硬件C,3.10,3.10,3.1121,3.1121,-0.0121,-0.39,开放申购,开放赎回,0.15%
004314,前海开源沪港深新硬件A,2.59,2.59,2.6001,2.6001,-0.0101,-0.39,开放申购,开放赎回,0.15%
004320,前海开源沪港深乐享生活,1.5229,1.5229,1.5288,1.5288,-0.0059,-0.39,开放申购,开放赎回,0.15%
010557,汇添富数字生活六个月持有混合,1.0246,1.0246,1.0287,1.0287,-0.0041,-0.40,开放申购,开放赎回,0.15%
010481,汇添富高质量成长精选2年混合,0.9707,0.9707,0.9746,0.9746,-0.0039,-0.40,开放申购,封闭期,1.50%
010328,博时荣华灵活配置混合A,0.9203,0.9203,0.9240,0.9240,-0.0037,-0.40,开放申购,开放赎回,0.15%
000867,华宝品质生活股票,2.1710,2.2210,2.18,2.23,-0.0090,-0.41,开放申购,开放赎回,0.15%
000066,诺安鸿鑫混合,2.0342,2.8710,2.0425,2.8827,-0.0083,-0.41,开放申购,开放赎回,0.15%
002989,融通通乾研究精选混合,1.8905,5.1616,1.8983,5.1691,-0.0078,-0.41,开放申购,开放赎回,0.15%
168701,合煦智远金融科技指数(LOF)A,1.0454,1.0454,1.0497,1.0497,-0.0043,-0.41,开放申购,开放赎回,0.15%
168702,合煦智远金融科技指数(LOF)C,1.0381,1.0381,1.0424,1.0424,-0.0043,-0.41,开放申购,开放赎回,0.00%
010599,汇添富高质量成长30一年混合A,0.9689,0.9689,0.9729,0.9729,-0.0040,-0.41,开放申购,暂停赎回,0.15%
011259,汇添富高质量成长30一年混合C,0.9668,0.9668,0.9708,0.9708,-0.0040,-0.41,开放申购,暂停赎回,0.00%
010329,博时荣华灵活配置混合C,0.9166,0.9166,0.9204,0.9204,-0.0038,-0.41,开放申购,开放赎回,0.00%
001256,泓德优选成长混合,1.8438,2.0968,1.8515,2.1045,-0.0077,-0.42,开放申购,开放赎回,0.15%
012919,华宝未来主导混合C,1.6790,1.6790,1.6860,1.6860,-0.0070,-0.42,开放申购,开放赎回,0.00%
005006,中金金泽C,1.6044,1.6044,1.6114,1.6114,-0.0070,-0.43,限大额,开放赎回,0.00%
006538,东海核心价值,2.2966,2.2966,2.3068,2.3068,-0.0102,-0.44,开放申购,开放赎回,0.15%
009140,永赢竞争力精选混合,1.8426,1.8426,1.8508,1.8508,-0.0082,-0.44,开放申购,开放赎回,0.15%
001541,汇添富民营新动力股票,1.7920,1.7920,1.80,1.80,-0.0080,-0.44,开放申购,开放赎回,0.15%
005005,中金金泽A,1.6293,1.6293,1.6365,1.6365,-0.0072,-0.44,限大额,开放赎回,0.15%
005646,中海沪港深多策略灵活配置混合,1.1975,1.1975,1.2028,1.2028,-0.0053,-0.44,开放申购,开放赎回,0.12%
010190,嘉实价值发现三个月定开混合,1.1246,1.2225,1.1297,1.2276,-0.0051,-0.45,暂停申购,暂停赎回,1.50%
881007,招商资管智远成长灵活配置混合C,0.8695,0.8695,0.8734,0.8734,-0.0039,-0.45,暂停申购,暂停赎回,0.00%
880007,招商资管智远成长灵活配置混合A,0.8685,2.2753,0.8724,2.2807,-0.0039,-0.45,开放申购,开放赎回,1.20%
006751,富国互联科技股票A,3.2585,3.2585,3.2737,3.2737,-0.0152,-0.46,开放申购,开放赎回,0.15%
005250,银华估值优势混合,2.0026,2.0026,2.0119,2.0119,-0.0093,-0.46,限大额,开放赎回,0.15%
006547,红塔红土盛弘混合A,1.0755,1.6235,1.0805,1.6285,-0.0050,-0.46,限大额,开放赎回,0.08%
011126,富国互联科技股票C,3.2466,3.2466,3.2618,3.2618,-0.0152,-0.47,开放申购,开放赎回,0.00%
320003,诺安先锋混合A,2.7770,4.6605,2.79,4.6735,-0.0130,-0.47,开放申购,开放赎回,0.15%
012621,诺安先锋混合C,2.7755,2.7755,2.7885,2.7885,-0.0130,-0.47,开放申购,开放赎回,0.00%
000743,红塔红土盛世普益混合发起式,1.0694,1.7774,1.0745,1.7825,-0.0051,-0.47,限大额,开放赎回,0.08%
006548,红塔红土盛弘混合C,1.0657,1.6137,1.0707,1.6187,-0.0050,-0.47,限大额,开放赎回,0.00%
009504,富国上海金ETF联接A,0.8833,0.8833,0.8875,0.8875,-0.0042,-0.47,开放申购,开放赎回,0.06%
161606,融通行业景气混合A,2.9050,4.85,2.9190,4.8640,-0.0140,-0.48,开放申购,开放赎回,0.15%
009277,融通行业景气混合C,2.8870,2.8920,2.9010,2.9060,-0.0140,-0.48,开放申购,开放赎回,0.00%
009477,中银上海金ETF联接A,0.9416,0.9416,0.9461,0.9461,-0.0045,-0.48,开放申购,开放赎回,0.06%
009478,中银上海金ETF联接C,0.9386,0.9386,0.9431,0.9431,-0.0045,-0.48,开放申购,开放赎回,0.00%
010326,博时消费创新混合A,0.9078,0.9078,0.9122,0.9122,-0.0044,-0.48,开放申购,开放赎回,0.15%
009505,富国上海金ETF联接C,0.8799,0.8799,0.8841,0.8841,-0.0042,-0.48,开放申购,开放赎回,0.00%
050022,博时回报混合,2.2350,3.1070,2.2460,3.1180,-0.0110,-0.49,开放申购,开放赎回,0.15%
501071,泓德三年封闭丰泽混合,1.6557,1.9947,1.6639,2.0029,-0.0082,-0.49,封闭期,封闭期,1.50%
161025,富国中证移动互联网指数(LOF),1.0160,1.6920,1.0210,1.6940,-0.0050,-0.49,开放申购,开放赎回,0.12%
010327,博时消费创新混合C,0.9017,0.9017,0.9061,0.9061,-0.0044,-0.49,开放申购,开放赎回,0.00%
470009,汇添富民营活力混合A,5.7260,5.9760,5.7550,6.0050,-0.0290,-0.50,开放申购,开放赎回,0.15%
240016,华宝上证180价值联接,2.21,2.24,2.2210,2.2510,-0.0110,-0.50,开放申购,开放赎回,0.15%
000697,汇添富移动互联股票,2.1970,2.1970,2.2080,2.2080,-0.0110,-0.50,开放申购,开放赎回,0.15%
002610,博时黄金ETF联接A,1.3025,1.3025,1.3093,1.3093,-0.0068,-0.52,开放申购,开放赎回,0.06%
002142,博时外延增长主题灵活配置混合,2.0530,2.4760,2.0640,2.4870,-0.0110,-0.53,开放申购,开放赎回,0.15%
002611,博时黄金ETF联接C,1.2775,1.2775,1.2843,1.2843,-0.0068,-0.53,开放申购,开放赎回,0.00%
008382,融通产业趋势股票,1.2713,1.3263,1.2781,1.3331,-0.0068,-0.53,开放申购,开放赎回,0.15%
233008,大摩消费领航混合,1.2651,1.2651,1.2718,1.2718,-0.0067,-0.53,开放申购,开放赎回,0.15%
008619,永赢医药健康C,1.1530,1.1530,1.1592,1.1592,-0.0062,-0.53,开放申购,开放赎回,0.00%
009198,前海开源黄金ETF联接,0.9428,0.9428,0.9478,0.9478,-0.0050,-0.53,开放申购,开放赎回,0.06%
001239,长盛国企改革混合,0.7440,0.7440,0.7480,0.7480,-0.0040,-0.53,开放申购,开放赎回,0.15%
000522,华润元大信息传媒科技混合,2.7820,2.7820,2.7970,2.7970,-0.0150,-0.54,开放申购,开放赎回,0.15%
004477,嘉实沪港深回报混合,2.0902,2.1402,2.1015,2.1515,-0.0113,-0.54,开放申购,开放赎回,0.15%
393001,中海优势精选灵活配置混合,1.4650,1.53,1.4730,1.5380,-0.0080,-0.54,开放申购,开放赎回,0.15%
008618,永赢医药健康A,1.1559,1.1559,1.1622,1.1622,-0.0063,-0.54,开放申购,开放赎回,0.15%
000971,诺安新经济股票,1.7960,1.7960,1.8060,1.8060,-0.01,-0.55,开放申购,开放赎回,0.15%
009189,华宝成长策略混合,1.6506,1.6506,1.6597,1.6597,-0.0091,-0.55,开放申购,开放赎回,0.15%
010908,大成沪深300增强发起式A,0.9712,0.9712,0.9766,0.9766,-0.0054,-0.55,开放申购,开放赎回,0.15%
010909,大成沪深300增强发起式C,0.9692,0.9692,0.9746,0.9746,-0.0054,-0.55,开放申购,开放赎回,0.00%
012371,东财沪港深互联网指数A,0.8629,0.8629,0.8677,0.8677,-0.0048,-0.55,开放申购,开放赎回,0.12%
012372,东财沪港深互联网指数C,0.8621,0.8621,0.8669,0.8669,-0.0048,-0.55,开放申购,开放赎回,0.00%
000004,中海可转债债券C,0.8880,1.0980,0.8930,1.1030,-0.0050,-0.56,开放申购,开放赎回,0.00%
005228,汇添富港股通专注成长,1.0417,1.0417,1.0477,1.0477,-0.0060,-0.57,开放申购,开放赎回,0.15%
007944,永赢乾元三年定开,1.2119,1.2119,1.2192,1.2192,-0.0073,-0.60,暂停申购,暂停赎回,0.15%
470028,汇添富社会责任混合,2.5940,2.5940,2.61,2.61,-0.0160,-0.61,开放申购,开放赎回,0.15%
011164,富国兴远优选12个月持有混合A,0.9788,0.9788,0.9848,0.9848,-0.0060,-0.61,开放申购,暂停赎回,0.15%
450009,国富中小盘股票,2.71,3.7240,2.7270,3.7410,-0.0170,-0.62,开放申购,开放赎回,0.15%
009591,博时研究精选持有期混合A,1.1778,1.1778,1.1852,1.1852,-0.0074,-0.62,开放申购,开放赎回,0.15%
009592,博时研究精选持有期混合C,1.1669,1.1669,1.1742,1.1742,-0.0073,-0.62,开放申购,开放赎回,0.00%
011165,富国兴远优选12个月持有混合C,0.9759,0.9759,0.9820,0.9820,-0.0061,-0.62,开放申购,暂停赎回,0.00%
169105,东方红睿华沪港深混合(LOF),2.1331,2.4941,2.1467,2.5077,-0.0136,-0.63,开放申购,开放赎回,0.15%
161631,融通人工智能指数(LOF)A,1.5709,1.5709,1.5809,1.5809,-0.01,-0.63,开放申购,开放赎回,0.12%
169107,东方红恒阳五年定开混合,1.3383,1.3383,1.3468,1.3468,-0.0085,-0.63,暂停申购,暂停赎回,1.50%
010286,海富通成长价值混合A,0.9160,0.9160,0.9218,0.9218,-0.0058,-0.63,开放申购,开放赎回,0.15%
010287,海富通成长价值混合C,0.9110,0.9110,0.9168,0.9168,-0.0058,-0.63,开放申购,开放赎回,0.00%
005711,永赢惠添利灵活配置混合,1.8184,1.9784,1.8302,1.9902,-0.0118,-0.64,开放申购,开放赎回,0.15%
009239,融通人工智能指数(LOF)C,1.5625,1.5625,1.5725,1.5725,-0.01,-0.64,开放申购,开放赎回,0.00%
007887,东方红启元三年持有混合B,5.1109,5.1109,5.1443,5.1443,-0.0334,-0.65,暂停申购,暂停赎回,1.50%
